"id","pred"
"2013_1103_1107","0.82635110616684"
"2013_1103_1112","0.0682369023561478"
"2013_1103_1125","0.488162100315094"
"2013_1103_1129","0.399513334035873"
"2013_1103_1137","0.390076488256454"
"2013_1103_1139","0.329503923654556"
"2013_1103_1143","0.401526033878326"
"2013_1103_1153","0.341841965913773"
"2013_1103_1160","0.369095265865326"
"2013_1103_1161","0.244130492210388"
"2013_1103_1166","0.0749186873435974"
"2013_1103_1172","0.468014419078827"
"2013_1103_1181","0.0946650505065918"
"2013_1103_1195","0.650399684906006"
"2013_1103_1196","0.0175750628113747"
"2013_1103_1207","0.170051589608192"
"2013_1103_1211","0.045886866748333"
"2013_1103_1217","0.540559232234955"
"2013_1103_1228","0.276371359825134"
"2013_1103_1231","0.0220660623162985"
"2013_1103_1233","0.549499869346619"
"2013_1103_1235","0.26786071062088"
"2013_1103_1241","0.846516072750092"
"2013_1103_1242","0.0854262411594391"
"2013_1103_1243","0.296862810850143"
"2013_1103_1247","0.319115877151489"
"2013_1103_1251","0.965162217617035"
"2013_1103_1254","0.883217930793762"
"2013_1103_1257","0.0170098971575499"
"2013_1103_1266","0.241529956459999"
"2013_1103_1272","0.296472072601318"
"2013_1103_1274","0.0863017663359642"
"2013_1103_1276","0.0270307064056396"
"2013_1103_1277","0.093946173787117"
"2013_1103_1278","0.149337753653526"
"2013_1103_1279","0.253553211688995"
"2013_1103_1281","0.175072073936462"
"2013_1103_1285","0.812694609165192"
"2013_1103_1292","0.380731612443924"
"2013_1103_1299","0.942171216011047"
"2013_1103_1301","0.292843729257584"
"2013_1103_1307","0.197514459490776"
"2013_1103_1308","0.551465749740601"
"2013_1103_1314","0.303444743156433"
"2013_1103_1322","0.807953596115112"
"2013_1103_1323","0.339761942625046"
"2013_1103_1326","0.116205252707005"
"2013_1103_1328","0.392738699913025"
"2013_1103_1329","0.201805859804153"
"2013_1103_1332","0.304202497005463"
"2013_1103_1334","0.709165632724762"
"2013_1103_1338","0.133141174912453"
"2013_1103_1355","0.714400112628937"
"2013_1103_1361","0.287533730268478"
"2013_1103_1380","0.902987420558929"
"2013_1103_1387","0.0966922789812088"
"2013_1103_1388","0.180244654417038"
"2013_1103_1393","0.130924552679062"
"2013_1103_1396","0.347146213054657"
"2013_1103_1417","0.391498595476151"
"2013_1103_1424","0.261554837226868"
"2013_1103_1433","0.121547281742096"
"2013_1103_1434","0.465620517730713"
"2013_1103_1437","0.430465370416641"
"2013_1103_1443","0.820621430873871"
"2013_1103_1455","0.132583513855934"
"2013_1103_1458","0.122358053922653"
"2013_1107_1112","0.00775052607059479"
"2013_1107_1125","0.0781668871641159"
"2013_1107_1129","0.122358053922653"
"2013_1107_1137","0.206318616867065"
"2013_1107_1139","0.0862064361572266"
"2013_1107_1143","0.172026291489601"
"2013_1107_1153","0.0584232285618782"
"2013_1107_1160","0.174276068806648"
"2013_1107_1161","0.0141576435416937"
"2013_1107_1166","0.00647352309897542"
"2013_1107_1172","0.163398742675781"
"2013_1107_1181","0.00510174687951803"
"2013_1107_1195","0.361699104309082"
"2013_1107_1196","0.00461657205596566"
"2013_1107_1207","0.0152122406288981"
"2013_1107_1211","0.00832619424909353"
"2013_1107_1217","0.231013387441635"
"2013_1107_1228","0.0700778216123581"
"2013_1107_1231","0.00461657205596566"
"2013_1107_1233","0.339062869548798"
"2013_1107_1235","0.0145240742713213"
"2013_1107_1241","0.578418791294098"
"2013_1107_1242","0.0157313570380211"
"2013_1107_1243","0.0350326262414455"
"2013_1107_1247","0.0781762301921844"
"2013_1107_1251","0.846782267093658"
"2013_1107_1254","0.660612881183624"
"2013_1107_1257","0.00510174687951803"
"2013_1107_1266","0.0107411341741681"
"2013_1107_1272","0.186227694153786"
"2013_1107_1274","0.00510174687951803"
"2013_1107_1276","0.00461657205596566"
"2013_1107_1277","0.019609097391367"
"2013_1107_1278","0.0444138236343861"
"2013_1107_1279","0.0545088909566402"
"2013_1107_1281","0.0434047542512417"
"2013_1107_1285","0.424057811498642"
"2013_1107_1292","0.170952826738358"
"2013_1107_1299","0.664170026779175"
"2013_1107_1301","0.0536316893994808"
"2013_1107_1307","0.0145814064890146"
"2013_1107_1308","0.181595027446747"
"2013_1107_1314","0.0349200442433357"
"2013_1107_1322","0.53395938873291"
"2013_1107_1323","0.0579460896551609"
"2013_1107_1326","0.0196066088974476"
"2013_1107_1328","0.113152466714382"
"2013_1107_1329","0.0247070174664259"
"2013_1107_1332","0.159819230437279"
"2013_1107_1334","0.416035562753677"
"2013_1107_1338","0.0180406607687473"
"2013_1107_1355","0.34050926566124"
"2013_1107_1361","0.0540861561894417"
"2013_1107_1380","0.568099856376648"
"2013_1107_1387","0.0386387668550014"
"2013_1107_1388","0.0184057652950287"
"2013_1107_1393","0.0189518220722675"
"2013_1107_1396","0.140952378511429"
"2013_1107_1417","0.103006914258003"
"2013_1107_1424","0.0870427191257477"
"2013_1107_1433","0.0269629750400782"
"2013_1107_1434","0.168587192893028"
"2013_1107_1437","0.0906345322728157"
"2013_1107_1443","0.602303683757782"
"2013_1107_1455","0.016919331625104"
"2013_1107_1458","0.0305119249969721"
"2013_1112_1125","0.883441090583801"
"2013_1112_1129","0.768643736839294"
"2013_1112_1137","0.820310115814209"
"2013_1112_1139","0.702775120735168"
"2013_1112_1143","0.828180730342865"
"2013_1112_1153","0.780724048614502"
"2013_1112_1160","0.692158639431"
"2013_1112_1161","0.562929093837738"
"2013_1112_1166","0.582145988941193"
"2013_1112_1172","0.869671165943146"
"2013_1112_1181","0.263396769762039"
"2013_1112_1195","0.965546905994415"
"2013_1112_1196","0.242792129516602"
"2013_1112_1207","0.59733122587204"
"2013_1112_1211","0.317760646343231"
"2013_1112_1217","0.935858845710754"
"2013_1112_1228","0.753919661045074"
"2013_1112_1231","0.228213012218475"
"2013_1112_1233","0.936189472675323"
"2013_1112_1235","0.689290344715118"
"2013_1112_1241","0.9953573346138"
"2013_1112_1242","0.260342806577682"
"2013_1112_1243","0.810465514659882"
"2013_1112_1247","0.780343055725098"
"2013_1112_1251","0.9953573346138"
"2013_1112_1254","0.993430316448212"
"2013_1112_1257","0.0854542851448059"
"2013_1112_1266","0.681656777858734"
"2013_1112_1272","0.811685383319855"
"2013_1112_1274","0.534047544002533"
"2013_1112_1276","0.305226564407349"
"2013_1112_1277","0.507916569709778"
"2013_1112_1278","0.648552119731903"
"2013_1112_1279","0.684407114982605"
"2013_1112_1281","0.755440294742584"
"2013_1112_1285","0.990937411785126"
"2013_1112_1292","0.759961605072021"
"2013_1112_1299","0.994612336158752"
"2013_1112_1301","0.678971350193024"
"2013_1112_1307","0.580032348632812"
"2013_1112_1308","0.942279875278473"
"2013_1112_1314","0.714162707328796"
"2013_1112_1322","0.984024226665497"
"2013_1112_1323","0.769001960754395"
"2013_1112_1326","0.381295174360275"
"2013_1112_1328","0.75991827249527"
"2013_1112_1329","0.645655572414398"
"2013_1112_1332","0.630781054496765"
"2013_1112_1334","0.979993462562561"
"2013_1112_1338","0.663901627063751"
"2013_1112_1355","0.905595123767853"
"2013_1112_1361","0.685869216918945"
"2013_1112_1380","0.993983805179596"
"2013_1112_1387","0.497430026531219"
"2013_1112_1388","0.667002618312836"
"2013_1112_1393","0.347019821405411"
"2013_1112_1396","0.784080624580383"
"2013_1112_1417","0.765070259571075"
"2013_1112_1424","0.665423452854156"
"2013_1112_1433","0.663428962230682"
"2013_1112_1434","0.785997211933136"
"2013_1112_1437","0.700829744338989"
"2013_1112_1443","0.994087815284729"
"2013_1112_1455","0.474118620157242"
"2013_1112_1458","0.67102187871933"
"2013_1125_1129","0.559581518173218"
"2013_1125_1137","0.579398572444916"
"2013_1125_1139","0.409544289112091"
"2013_1125_1143","0.5518718957901"
"2013_1125_1153","0.471995711326599"
"2013_1125_1160","0.470095664262772"
"2013_1125_1161","0.307275861501694"
"2013_1125_1166","0.152643784880638"
"2013_1125_1172","0.600410461425781"
"2013_1125_1181","0.0625456944108009"
"2013_1125_1195","0.718762516975403"
"2013_1125_1196","0.0436058156192303"
"2013_1125_1207","0.287346541881561"
"2013_1125_1211","0.0784873738884926"
"2013_1125_1217","0.656398236751556"
"2013_1125_1228","0.334567278623581"
"2013_1125_1231","0.0803265497088432"
"2013_1125_1233","0.67413741350174"
"2013_1125_1235","0.274419516324997"
"2013_1125_1241","0.879943132400513"
"2013_1125_1242","0.111444719135761"
"2013_1125_1243","0.339279919862747"
"2013_1125_1247","0.511237978935242"
"2013_1125_1251","0.979993462562561"
"2013_1125_1254","0.932768762111664"
"2013_1125_1257","0.0404333993792534"
"2013_1125_1266","0.304029375314713"
"2013_1125_1272","0.420450001955032"
"2013_1125_1274","0.212054774165154"
"2013_1125_1276","0.165338426828384"
"2013_1125_1277","0.0768544375896454"
"2013_1125_1278","0.17032977938652"
"2013_1125_1279","0.328986018896103"
"2013_1125_1281","0.304433315992355"
"2013_1125_1285","0.832169473171234"
"2013_1125_1292","0.459529340267181"
"2013_1125_1299","0.984370231628418"
"2013_1125_1301","0.413138806819916"
"2013_1125_1307","0.271193832159042"
"2013_1125_1308","0.765505850315094"
"2013_1125_1314","0.476534694433212"
"2013_1125_1322","0.888287425041199"
"2013_1125_1323","0.45191416144371"
"2013_1125_1326","0.122918881475925"
"2013_1125_1328","0.563341081142426"
"2013_1125_1329","0.221716344356537"
"2013_1125_1332","0.371621876955032"
"2013_1125_1334","0.80348414182663"
"2013_1125_1338","0.159021928906441"
"2013_1125_1355","0.760995745658875"
"2013_1125_1361","0.273459821939468"
"2013_1125_1380","0.876281261444092"
"2013_1125_1387","0.219748020172119"
"2013_1125_1388","0.3058802485466"
"2013_1125_1393","0.164693921804428"
"2013_1125_1396","0.536203563213348"
"2013_1125_1417","0.449874669313431"
"2013_1125_1424","0.420786082744598"
"2013_1125_1433","0.327553451061249"
"2013_1125_1434","0.564905226230621"
"2013_1125_1437","0.534391582012177"
"2013_1125_1443","0.858913421630859"
"2013_1125_1455","0.22054785490036"
"2013_1125_1458","0.23357680439949"
"2013_1129_1137","0.521618783473969"
"2013_1129_1139","0.29573917388916"
"2013_1129_1143","0.573444962501526"
"2013_1129_1153","0.398332715034485"
"2013_1129_1160","0.447613954544067"
"2013_1129_1161","0.251027584075928"
"2013_1129_1166","0.305576652288437"
"2013_1129_1172","0.587856352329254"
"2013_1129_1181","0.0810596123337746"
"2013_1129_1195","0.798048138618469"
"2013_1129_1196","0.0399995073676109"
"2013_1129_1207","0.285947650671005"
"2013_1129_1211","0.067254438996315"
"2013_1129_1217","0.688361167907715"
"2013_1129_1228","0.33391746878624"
"2013_1129_1231","0.0644247680902481"
"2013_1129_1233","0.711985349655151"
"2013_1129_1235","0.357018798589706"
"2013_1129_1241","0.847875237464905"
"2013_1129_1242","0.0858294293284416"
"2013_1129_1243","0.363818556070328"
"2013_1129_1247","0.444648444652557"
"2013_1129_1251","0.99372136592865"
"2013_1129_1254","0.93666273355484"
"2013_1129_1257","0.0172324050217867"
"2013_1129_1266","0.354998528957367"
"2013_1129_1272","0.539592206478119"
"2013_1129_1274","0.210297286510468"
"2013_1129_1276","0.0922047793865204"
"2013_1129_1277","0.149819567799568"
"2013_1129_1278","0.211654499173164"
"2013_1129_1279","0.241912439465523"
"2013_1129_1281","0.282337337732315"
"2013_1129_1285","0.88535064458847"
"2013_1129_1292","0.365746527910233"
"2013_1129_1299","0.974992036819458"
"2013_1129_1301","0.296472072601318"
"2013_1129_1307","0.154488772153854"
"2013_1129_1308","0.668870508670807"
"2013_1129_1314","0.381295174360275"
"2013_1129_1322","0.816818296909332"
"2013_1129_1323","0.43053925037384"
"2013_1129_1326","0.067254438996315"
"2013_1129_1328","0.449962615966797"
"2013_1129_1329","0.182897925376892"
"2013_1129_1332","0.266571551561356"
"2013_1129_1334","0.816254019737244"
"2013_1129_1338","0.259300172328949"
"2013_1129_1355","0.731412768363953"
"2013_1129_1361","0.231778964400291"
"2013_1129_1380","0.902987420558929"
"2013_1129_1387","0.176337242126465"
"2013_1129_1388","0.262444496154785"
"2013_1129_1393","0.068105474114418"
"2013_1129_1396","0.452019214630127"
"2013_1129_1417","0.464582413434982"
"2013_1129_1424","0.335196405649185"
"2013_1129_1433","0.324025303125381"
"2013_1129_1434","0.558785021305084"
"2013_1129_1437","0.364361971616745"
"2013_1129_1443","0.861652970314026"
"2013_1129_1455","0.128078401088715"
"2013_1129_1458","0.203517407178879"
"2013_1137_1139","0.329662591218948"
"2013_1137_1143","0.563035726547241"
"2013_1137_1153","0.376640766859055"
"2013_1137_1160","0.37823748588562"
"2013_1137_1161","0.280203819274902"
"2013_1137_1166","0.148761197924614"
"2013_1137_1172","0.508853077888489"
"2013_1137_1181","0.0380842201411724"
"2013_1137_1195","0.722100496292114"
"2013_1137_1196","0.0337263680994511"
"2013_1137_1207","0.260056436061859"
"2013_1137_1211","0.126760423183441"
"2013_1137_1217","0.659344375133514"
"2013_1137_1228","0.223416343331337"
"2013_1137_1231","0.0168468803167343"
"2013_1137_1233","0.630302608013153"
"2013_1137_1235","0.355667412281036"
"2013_1137_1241","0.825407564640045"
"2013_1137_1242","0.10661742836237"
"2013_1137_1243","0.356621265411377"
"2013_1137_1247","0.486502379179001"
"2013_1137_1251","0.954022347927094"
"2013_1137_1254","0.77851128578186"
