"id","pred"
"2017_1112_1116","0.657396793365479"
"2017_1112_1124","0.624662041664124"
"2017_1112_1137","0.926832616329193"
"2017_1112_1139","0.578718841075897"
"2017_1112_1153","0.521087527275085"
"2017_1112_1166","0.778308093547821"
"2017_1112_1173","0.841579079627991"
"2017_1112_1181","0.325804322957993"
"2017_1112_1190","0.937546372413635"
"2017_1112_1195","0.957017958164215"
"2017_1112_1196","0.438376277685165"
"2017_1112_1199","0.413060188293457"
"2017_1112_1211","0.178433239459991"
"2017_1112_1233","0.894981622695923"
"2017_1112_1235","0.421677768230438"
"2017_1112_1240","0.98809951543808"
"2017_1112_1242","0.554069101810455"
"2017_1112_1243","0.822968065738678"
"2017_1112_1245","0.981250882148743"
"2017_1112_1246","0.267568022012711"
"2017_1112_1257","0.335170745849609"
"2017_1112_1266","0.775012910366058"
"2017_1112_1268","0.746974647045135"
"2017_1112_1274","0.792845189571381"
"2017_1112_1276","0.470745533704758"
"2017_1112_1277","0.783228397369385"
"2017_1112_1278","0.652898609638214"
"2017_1112_1291","0.990714311599731"
"2017_1112_1292","0.803007841110229"
"2017_1112_1297","0.973166227340698"
"2017_1112_1300","0.981362342834473"
"2017_1112_1305","0.73137092590332"
"2017_1112_1308","0.888435304164886"
"2017_1112_1309","0.981594324111938"
"2017_1112_1314","0.345627695322037"
"2017_1112_1315","0.988969326019287"
"2017_1112_1321","0.788292169570923"
"2017_1112_1323","0.412506431341171"
"2017_1112_1329","0.655203342437744"
"2017_1112_1332","0.508149385452271"
"2017_1112_1343","0.809325695037842"
"2017_1112_1344","0.873819231987"
"2017_1112_1345","0.532307863235474"
"2017_1112_1348","0.638924777507782"
"2017_1112_1355","0.978153228759766"
"2017_1112_1371","0.857781827449799"
"2017_1112_1374","0.408043265342712"
"2017_1112_1376","0.738351762294769"
"2017_1112_1388","0.448145031929016"
"2017_1112_1407","0.953040719032288"
"2017_1112_1411","0.940999627113342"
"2017_1112_1413","0.990122258663177"
"2017_1112_1417","0.489310950040817"
"2017_1112_1423","0.715442895889282"
"2017_1112_1425","0.818077325820923"
"2017_1112_1433","0.797624468803406"
"2017_1112_1435","0.754273295402527"
"2017_1112_1436","0.831788957118988"
"2017_1112_1437","0.255672842264175"
"2017_1112_1438","0.388179153203964"
"2017_1112_1439","0.727870523929596"
"2017_1112_1448","0.753796875476837"
"2017_1112_1452","0.595343410968781"
"2017_1112_1455","0.31467878818512"
"2017_1112_1457","0.957105100154877"
"2017_1112_1458","0.56824404001236"
"2017_1112_1462","0.845623731613159"
"2017_1116_1124","0.415293902158737"
"2017_1116_1137","0.849625647068024"
"2017_1116_1139","0.322041273117065"
"2017_1116_1153","0.285735428333282"
"2017_1116_1166","0.407854497432709"
"2017_1116_1173","0.515405654907227"
"2017_1116_1181","0.201924413442612"
"2017_1116_1190","0.798360705375671"
"2017_1116_1195","0.846904516220093"
"2017_1116_1196","0.296633362770081"
"2017_1116_1199","0.293540716171265"
"2017_1116_1211","0.0828594416379929"
"2017_1116_1233","0.823193609714508"
"2017_1116_1235","0.15162368118763"
"2017_1116_1240","0.905097782611847"
"2017_1116_1242","0.196600824594498"
"2017_1116_1243","0.574924528598785"
"2017_1116_1245","0.899491786956787"
"2017_1116_1246","0.214252516627312"
"2017_1116_1257","0.121529474854469"
"2017_1116_1266","0.499182015657425"
"2017_1116_1268","0.573390305042267"
"2017_1116_1274","0.771521210670471"
"2017_1116_1276","0.244535997509956"
"2017_1116_1277","0.585935175418854"
"2017_1116_1278","0.443922311067581"
