"id","pred"
"2017_1112_1116","0.659058159241598"
"2017_1112_1124","0.664896472973937"
"2017_1112_1137","0.928253253294816"
"2017_1112_1139","0.648525831167677"
"2017_1112_1153","0.660535282806691"
"2017_1112_1166","0.808997149961042"
"2017_1112_1173","0.848199213011154"
"2017_1112_1181","0.438315272823196"
"2017_1112_1190","0.922536555812343"
"2017_1112_1195","0.961347128344917"
"2017_1112_1196","0.447072294572461"
"2017_1112_1199","0.538415829764178"
"2017_1112_1211","0.301775349393776"
"2017_1112_1233","0.942250252961754"
"2017_1112_1235","0.619553303759024"
"2017_1112_1240","0.990564591328061"
"2017_1112_1242","0.616456257373485"
"2017_1112_1243","0.791624384356283"
"2017_1112_1245","0.980853535442956"
"2017_1112_1246","0.301855151932563"
"2017_1112_1257","0.44982183113502"
"2017_1112_1266","0.823013557578543"
"2017_1112_1268","0.810601574021517"
"2017_1112_1274","0.813137189687505"
"2017_1112_1276","0.626366184350005"
"2017_1112_1277","0.821291272629516"
"2017_1112_1278","0.641304427455077"
"2017_1112_1291","0.993241144215687"
"2017_1112_1292","0.866101732790346"
"2017_1112_1297","0.981600142975627"
"2017_1112_1300","0.984496211265543"
"2017_1112_1305","0.815482336632914"
"2017_1112_1308","0.921687529420371"
"2017_1112_1309","0.979929231918907"
"2017_1112_1314","0.41253611032335"
"2017_1112_1315","0.991858396161651"
"2017_1112_1321","0.818200426602278"
"2017_1112_1323","0.645146296039414"
"2017_1112_1329","0.637220026728319"
"2017_1112_1332","0.642696897349683"
"2017_1112_1343","0.891426479803744"
"2017_1112_1344","0.87311447080533"
"2017_1112_1345","0.668139373762041"
"2017_1112_1348","0.757866225031873"
"2017_1112_1355","0.983431867411617"
"2017_1112_1371","0.867256207490726"
"2017_1112_1374","0.599135123618425"
"2017_1112_1376","0.739309920022223"
"2017_1112_1388","0.622660283643405"
"2017_1112_1407","0.96583038938838"
"2017_1112_1411","0.931342383172811"
"2017_1112_1413","0.992580783146513"
"2017_1112_1417","0.667460261920253"
"2017_1112_1423","0.841169831376393"
"2017_1112_1425","0.845828772893419"
"2017_1112_1433","0.82910667397547"
"2017_1112_1435","0.794755875375152"
"2017_1112_1436","0.895258622815427"
"2017_1112_1437","0.444332959761441"
"2017_1112_1438","0.543981488554119"
"2017_1112_1439","0.785195600398921"
"2017_1112_1448","0.71523570660837"
"2017_1112_1452","0.532859359550953"
"2017_1112_1455","0.458610391216282"
"2017_1112_1457","0.962835966784748"
"2017_1112_1458","0.679709314332523"
"2017_1112_1462","0.80726108888145"
"2017_1116_1124","0.505432667343614"
"2017_1116_1137","0.881954441193574"
"2017_1116_1139","0.48338729141026"
"2017_1116_1153","0.484974350555048"
"2017_1116_1166","0.597591833732093"
"2017_1116_1173","0.651821340731521"
"2017_1116_1181","0.307620130405941"
"2017_1116_1190","0.811245164457077"
"2017_1116_1195","0.905169824111588"
"2017_1116_1196","0.299916612411613"
