"id","pred"
"2013_1103_1107","0.804216384887695"
"2013_1103_1112","0.177147716283798"
"2013_1103_1125","0.387463331222534"
"2013_1103_1129","0.428125768899918"
"2013_1103_1137","0.408658057451248"
"2013_1103_1139","0.376935660839081"
"2013_1103_1143","0.447785913944244"
"2013_1103_1153","0.359676539897919"
"2013_1103_1160","0.406727164983749"
"2013_1103_1161","0.237484827637672"
"2013_1103_1166","0.144305244088173"
"2013_1103_1172","0.577905178070068"
"2013_1103_1181","0.111985355615616"
"2013_1103_1195","0.674127995967865"
"2013_1103_1196","0.0498572438955307"
"2013_1103_1207","0.211679622530937"
"2013_1103_1211","0.0948606804013252"
"2013_1103_1217","0.664876341819763"
"2013_1103_1228","0.299052596092224"
"2013_1103_1231","0.060714066028595"
"2013_1103_1233","0.534284651279449"
"2013_1103_1235","0.249766513705254"
"2013_1103_1241","0.839479506015778"
"2013_1103_1242","0.124908126890659"
"2013_1103_1243","0.301668286323547"
"2013_1103_1247","0.360636502504349"
"2013_1103_1251","0.936942994594574"
"2013_1103_1254","0.852243661880493"
"2013_1103_1257","0.0473344475030899"
"2013_1103_1266","0.233848735690117"
"2013_1103_1272","0.330940812826157"
"2013_1103_1274","0.135364532470703"
"2013_1103_1276","0.059626579284668"
"2013_1103_1277","0.101578071713448"
"2013_1103_1278","0.165716469287872"
"2013_1103_1279","0.29262587428093"
"2013_1103_1281","0.223778083920479"
"2013_1103_1285","0.81869500875473"
"2013_1103_1292","0.382814645767212"
"2013_1103_1299","0.918074488639832"
"2013_1103_1301","0.315277695655823"
"2013_1103_1307","0.219920575618744"
"2013_1103_1308","0.643860876560211"
"2013_1103_1314","0.315184205770493"
"2013_1103_1322","0.78470379114151"
"2013_1103_1323","0.347009807825089"
"2013_1103_1326","0.102233521640301"
"2013_1103_1328","0.430949777364731"
"2013_1103_1329","0.213514998555183"
"2013_1103_1332","0.293814241886139"
"2013_1103_1334","0.683357357978821"
"2013_1103_1338","0.148945346474648"
"2013_1103_1355","0.669624984264374"
"2013_1103_1361","0.309325188398361"
"2013_1103_1380","0.841489851474762"
"2013_1103_1387","0.178944289684296"
"2013_1103_1388","0.249658301472664"
"2013_1103_1393","0.118981026113033"
"2013_1103_1396","0.404679834842682"
"2013_1103_1417","0.389895021915436"
"2013_1103_1424","0.341407150030136"
"2013_1103_1433","0.182466015219688"
"2013_1103_1434","0.47173810005188"
"2013_1103_1437","0.442737370729446"
"2013_1103_1443","0.781423509120941"
"2013_1103_1455","0.194911494851112"
"2013_1103_1458","0.116486854851246"
"2013_1107_1112","0.0233210939913988"
"2013_1107_1125","0.134060263633728"
"2013_1107_1129","0.203616365790367"
"2013_1107_1137","0.195567637681961"
"2013_1107_1139","0.0859227180480957"
"2013_1107_1143","0.141860589385033"
"2013_1107_1153","0.0685342475771904"
"2013_1107_1160","0.103916674852371"
"2013_1107_1161","0.040667150169611"
"2013_1107_1166","0.0336652398109436"
"2013_1107_1172","0.240934982895851"
"2013_1107_1181","0.0165723618119955"
"2013_1107_1195","0.381803780794144"
"2013_1107_1196","0.00789811369031668"
"2013_1107_1207","0.0249983686953783"
"2013_1107_1211","0.0121967811137438"
"2013_1107_1217","0.294783920049667"
"2013_1107_1228","0.120284304022789"
"2013_1107_1231","0.00839202012866735"
"2013_1107_1233","0.271229028701782"
"2013_1107_1235","0.0482714585959911"
"2013_1107_1241","0.57961893081665"
"2013_1107_1242","0.0127676473930478"
"2013_1107_1243","0.0919437259435654"
"2013_1107_1247","0.180583998560905"
"2013_1107_1251","0.811317384243011"
"2013_1107_1254","0.607604801654816"
"2013_1107_1257","0.00587891135364771"
"2013_1107_1266","0.0481481775641441"
"2013_1107_1272","0.106844499707222"
"2013_1107_1274","0.0240560881793499"
"2013_1107_1276","0.0126365516334772"
"2013_1107_1277","0.0155792292207479"
"2013_1107_1278","0.0409800186753273"
"2013_1107_1279","0.0957105904817581"
"2013_1107_1281","0.0655715614557266"
"2013_1107_1285","0.484030902385712"
"2013_1107_1292","0.187639623880386"
"2013_1107_1299","0.708257377147675"
"2013_1107_1301","0.0600066632032394"
"2013_1107_1307","0.0324390791356564"
"2013_1107_1308","0.242588490247726"
"2013_1107_1314","0.0602534711360931"
"2013_1107_1322","0.555600464344025"
"2013_1107_1323","0.0777958929538727"
"2013_1107_1326","0.0210281610488892"
"2013_1107_1328","0.0757349580526352"
"2013_1107_1329","0.039562065154314"
"2013_1107_1332","0.0710345134139061"
"2013_1107_1334","0.375971764326096"
"2013_1107_1338","0.0250359401106834"
"2013_1107_1355","0.359162867069244"
"2013_1107_1361","0.0544585734605789"
"2013_1107_1380","0.522783815860748"
"2013_1107_1387","0.0474145635962486"
"2013_1107_1388","0.0640076696872711"
"2013_1107_1393","0.014624441973865"
"2013_1107_1396","0.140175148844719"
"2013_1107_1417","0.0790558382868767"
"2013_1107_1424","0.0609834268689156"
"2013_1107_1433","0.0514643229544163"
"2013_1107_1434","0.202561691403389"
"2013_1107_1437","0.0955743864178658"
"2013_1107_1443","0.577228248119354"
"2013_1107_1455","0.0256758723407984"
"2013_1107_1458","0.0321229211986065"
"2013_1112_1125","0.788772404193878"
"2013_1112_1129","0.785788357257843"
"2013_1112_1137","0.795623302459717"
"2013_1112_1139","0.735590875148773"
"2013_1112_1143","0.745843350887299"
"2013_1112_1153","0.656676769256592"
"2013_1112_1160","0.691807925701141"
"2013_1112_1161","0.661547124385834"
"2013_1112_1166","0.497885376214981"
"2013_1112_1172","0.854340970516205"
"2013_1112_1181","0.302127033472061"
"2013_1112_1195","0.932734072208405"
"2013_1112_1196","0.242516919970512"
"2013_1112_1207","0.570646286010742"
"2013_1112_1211","0.369060903787613"
"2013_1112_1217","0.892242670059204"
"2013_1112_1228","0.692171275615692"
"2013_1112_1231","0.242410570383072"
"2013_1112_1233","0.893101036548615"
"2013_1112_1235","0.637620091438293"
"2013_1112_1241","0.983663201332092"
"2013_1112_1242","0.392997682094574"
"2013_1112_1243","0.684796750545502"
"2013_1112_1247","0.773255527019501"
"2013_1112_1251","0.995980501174927"
"2013_1112_1254","0.982643127441406"
"2013_1112_1257","0.176941528916359"
"2013_1112_1266","0.581691801548004"
"2013_1112_1272","0.688689053058624"
"2013_1112_1274","0.483508199453354"
"2013_1112_1276","0.232183769345284"
"2013_1112_1277","0.428568363189697"
"2013_1112_1278","0.590683043003082"
"2013_1112_1279","0.767002105712891"
"2013_1112_1281","0.645464420318604"
"2013_1112_1285","0.967346549034119"
"2013_1112_1292","0.772974610328674"
"2013_1112_1299","0.992983818054199"
"2013_1112_1301","0.68572074174881"
"2013_1112_1307","0.611336708068848"
"2013_1112_1308","0.873934388160706"
"2013_1112_1314","0.682272911071777"
"2013_1112_1322","0.947704017162323"
"2013_1112_1323","0.685352087020874"
"2013_1112_1326","0.375714123249054"
"2013_1112_1328","0.753533959388733"
"2013_1112_1329","0.563975393772125"
"2013_1112_1332","0.676286458969116"
"2013_1112_1334","0.93784499168396"
"2013_1112_1338","0.468659102916718"
"2013_1112_1355","0.881081879138947"
"2013_1112_1361","0.679403364658356"
"2013_1112_1380","0.984945118427277"
"2013_1112_1387","0.611891806125641"
"2013_1112_1388","0.630266129970551"
"2013_1112_1393","0.425041377544403"
"2013_1112_1396","0.79733282327652"
"2013_1112_1417","0.69476717710495"
"2013_1112_1424","0.748032987117767"
"2013_1112_1433","0.595719814300537"
"2013_1112_1434","0.815505385398865"
"2013_1112_1437","0.691739022731781"
"2013_1112_1443","0.979263484477997"
"2013_1112_1455","0.537274122238159"
"2013_1112_1458","0.504983425140381"
"2013_1125_1129","0.528486907482147"
"2013_1125_1137","0.56548398733139"
"2013_1125_1139","0.433983594179153"
"2013_1125_1143","0.487345010042191"
"2013_1125_1153","0.448347508907318"
"2013_1125_1160","0.416483700275421"
"2013_1125_1161","0.291187018156052"
"2013_1125_1166","0.204236179590225"
"2013_1125_1172","0.651919364929199"
"2013_1125_1181","0.0990074574947357"
"2013_1125_1195","0.773631274700165"
"2013_1125_1196","0.0581368841230869"
"2013_1125_1207","0.300236910581589"
"2013_1125_1211","0.10333139449358"
"2013_1125_1217","0.701605319976807"
"2013_1125_1228","0.232600837945938"
"2013_1125_1231","0.0783109217882156"
"2013_1125_1233","0.699141204357147"
"2013_1125_1235","0.331504702568054"
"2013_1125_1241","0.891716480255127"
"2013_1125_1242","0.145933523774147"
"2013_1125_1243","0.328225016593933"
"2013_1125_1247","0.522883772850037"
"2013_1125_1251","0.969100415706635"
"2013_1125_1254","0.896362245082855"
"2013_1125_1257","0.0367491692304611"
"2013_1125_1266","0.272293984889984"
"2013_1125_1272","0.467265486717224"
"2013_1125_1274","0.21468186378479"
"2013_1125_1276","0.106743559241295"
"2013_1125_1277","0.102192260324955"
"2013_1125_1278","0.178864225745201"
"2013_1125_1279","0.39565098285675"
"2013_1125_1281","0.322779804468155"
"2013_1125_1285","0.841903448104858"
"2013_1125_1292","0.525057196617126"
"2013_1125_1299","0.945212960243225"
"2013_1125_1301","0.369494467973709"
"2013_1125_1307","0.316174387931824"
"2013_1125_1308","0.745721042156219"
"2013_1125_1314","0.418608874082565"
"2013_1125_1322","0.82599925994873"
"2013_1125_1323","0.427730858325958"
"2013_1125_1326","0.10612890869379"
"2013_1125_1328","0.620242714881897"
"2013_1125_1329","0.320937663316727"
"2013_1125_1332","0.376123279333115"
"2013_1125_1334","0.803567886352539"
"2013_1125_1338","0.213340058922768"
"2013_1125_1355","0.748451471328735"
"2013_1125_1361","0.405807375907898"
"2013_1125_1380","0.880221366882324"
"2013_1125_1387","0.292875200510025"
"2013_1125_1388","0.321466863155365"
"2013_1125_1393","0.1455078125"
"2013_1125_1396","0.574658572673798"
"2013_1125_1417","0.473718017339706"
"2013_1125_1424","0.465193063020706"
"2013_1125_1433","0.275646924972534"
"2013_1125_1434","0.602896928787231"
"2013_1125_1437","0.471053123474121"
"2013_1125_1443","0.871823132038116"
"2013_1125_1455","0.267915785312653"
"2013_1125_1458","0.104100622236729"
"2013_1129_1137","0.531610488891602"
"2013_1129_1139","0.395032703876495"
"2013_1129_1143","0.532636761665344"
"2013_1129_1153","0.433425813913345"
"2013_1129_1160","0.483609765768051"
"2013_1129_1161","0.357615232467651"
"2013_1129_1166","0.2629714012146"
"2013_1129_1172","0.680085241794586"
"2013_1129_1181","0.13385970890522"
"2013_1129_1195","0.697045147418976"
"2013_1129_1196","0.0794967263936996"
"2013_1129_1207","0.265502482652664"
"2013_1129_1211","0.157212793827057"
"2013_1129_1217","0.697810053825378"
"2013_1129_1228","0.404457241296768"
"2013_1129_1231","0.0937594249844551"
"2013_1129_1233","0.728979647159576"
"2013_1129_1235","0.344678819179535"
"2013_1129_1241","0.880417764186859"
"2013_1129_1242","0.101807169616222"
"2013_1129_1243","0.342756807804108"
"2013_1129_1247","0.474723011255264"
"2013_1129_1251","0.977278769016266"
"2013_1129_1254","0.925742566585541"
"2013_1129_1257","0.0435823202133179"
"2013_1129_1266","0.349478453397751"
"2013_1129_1272","0.437600076198578"
"2013_1129_1274","0.200366377830505"
"2013_1129_1276","0.107037983834743"
"2013_1129_1277","0.168118879199028"
"2013_1129_1278","0.259244918823242"
"2013_1129_1279","0.34993913769722"
"2013_1129_1281","0.296199321746826"
"2013_1129_1285","0.85240238904953"
"2013_1129_1292","0.463934719562531"
"2013_1129_1299","0.911101579666138"
"2013_1129_1301","0.362555146217346"
"2013_1129_1307","0.225722789764404"
"2013_1129_1308","0.657461822032928"
"2013_1129_1314","0.35334724187851"
"2013_1129_1322","0.802511990070343"
"2013_1129_1323","0.345863431692123"
"2013_1129_1326","0.135430410504341"
"2013_1129_1328","0.493942528963089"
"2013_1129_1329","0.313124269247055"
"2013_1129_1332","0.403143018484116"
"2013_1129_1334","0.803958415985107"
"2013_1129_1338","0.236784398555756"
"2013_1129_1355","0.738113820552826"
"2013_1129_1361","0.382803529500961"
"2013_1129_1380","0.870940864086151"
"2013_1129_1387","0.26156610250473"
"2013_1129_1388","0.320270240306854"
"2013_1129_1393","0.18091544508934"
"2013_1129_1396","0.485458642244339"
"2013_1129_1417","0.456807792186737"
"2013_1129_1424","0.38903796672821"
"2013_1129_1433","0.281919181346893"
"2013_1129_1434","0.583494603633881"
"2013_1129_1437","0.433242976665497"
"2013_1129_1443","0.829635262489319"
"2013_1129_1455","0.239004477858543"
"2013_1129_1458","0.163511082530022"
"2013_1137_1139","0.413837134838104"
"2013_1137_1143","0.431404739618301"
"2013_1137_1153","0.345584809780121"
"2013_1137_1160","0.362539529800415"
"2013_1137_1161","0.283485591411591"
"2013_1137_1166","0.219713985919952"
"2013_1137_1172","0.494734764099121"
"2013_1137_1181","0.128159180283546"
"2013_1137_1195","0.744478940963745"
"2013_1137_1196","0.0734845101833344"
"2013_1137_1207","0.271951287984848"
"2013_1137_1211","0.12154970318079"
"2013_1137_1217","0.585760831832886"
"2013_1137_1228","0.479763001203537"
"2013_1137_1231","0.0795745924115181"
"2013_1137_1233","0.637047290802002"
"2013_1137_1235","0.376176774501801"
"2013_1137_1241","0.839395344257355"
"2013_1137_1242","0.132816001772881"
"2013_1137_1243","0.356685936450958"
"2013_1137_1247","0.50135749578476"
"2013_1137_1251","0.971867501735687"
"2013_1137_1254","0.837031662464142"
"2013_1137_1257","0.0774163827300072"
"2013_1137_1266","0.285281121730804"
"2013_1137_1272","0.348955065011978"
"2013_1137_1274","0.175632923841476"
"2013_1137_1276","0.0807865485548973"
"2013_1137_1277","0.165601566433907"
"2013_1137_1278","0.181493207812309"
"2013_1137_1279","0.306952625513077"
"2013_1137_1281","0.286587685346603"
"2013_1137_1285","0.779550790786743"
"2013_1137_1292","0.474906831979752"
"2013_1137_1299","0.916749358177185"
"2013_1137_1301","0.370558470487595"
"2013_1137_1307","0.224343374371529"
"2013_1137_1308","0.658840537071228"
"2013_1137_1314","0.355357229709625"
"2013_1137_1322","0.835798025131226"
"2013_1137_1323","0.31559893488884"
"2013_1137_1326","0.122395448386669"
"2013_1137_1328","0.486039489507675"
"2013_1137_1329","0.295606762170792"
"2013_1137_1332","0.422872871160507"
"2013_1137_1334","0.747405648231506"
"2013_1137_1338","0.161824271082878"
"2013_1137_1355","0.719989776611328"
"2013_1137_1361","0.370396018028259"
"2013_1137_1380","0.863996088504791"
"2013_1137_1387","0.249483704566956"
"2013_1137_1388","0.262370139360428"
"2013_1137_1393","0.119124308228493"
"2013_1137_1396","0.47720405459404"
"2013_1137_1417","0.410528570413589"
"2013_1137_1424","0.383208215236664"
"2013_1137_1433","0.260804295539856"
"2013_1137_1434","0.440828651189804"
"2013_1137_1437","0.418927937746048"
"2013_1137_1443","0.818693578243256"
"2013_1137_1455","0.253153085708618"
"2013_1137_1458","0.155302166938782"
"2013_1139_1143","0.571995794773102"
"2013_1139_1153","0.525199830532074"
"2013_1139_1160","0.529861211776733"
"2013_1139_1161","0.393737763166428"
"2013_1139_1166","0.266650944948196"
"2013_1139_1172","0.677289485931396"
"2013_1139_1181","0.166797786951065"
"2013_1139_1195","0.8092280626297"
"2013_1139_1196","0.121333867311478"
"2013_1139_1207","0.318969190120697"
"2013_1139_1211","0.19167086482048"
"2013_1139_1217","0.792179465293884"
"2013_1139_1228","0.456017047166824"
"2013_1139_1231","0.132887125015259"
"2013_1139_1233","0.767854750156403"
"2013_1139_1235","0.364729315042496"
"2013_1139_1241","0.910184502601624"
"2013_1139_1242","0.230555981397629"
"2013_1139_1243","0.456676185131073"
"2013_1139_1247","0.550156116485596"
"2013_1139_1251","0.980123698711395"
"2013_1139_1254","0.932751476764679"
"2013_1139_1257","0.0655817911028862"
"2013_1139_1266","0.429893672466278"
"2013_1139_1272","0.489413052797318"
"2013_1139_1274","0.295346647500992"
"2013_1139_1276","0.153260067105293"
"2013_1139_1277","0.250621885061264"
"2013_1139_1278","0.347146570682526"
"2013_1139_1279","0.442987650632858"
"2013_1139_1281","0.439229100942612"
"2013_1139_1285","0.88702791929245"
"2013_1139_1292","0.588476419448853"
"2013_1139_1299","0.984177112579346"
"2013_1139_1301","0.468464285135269"
"2013_1139_1307","0.340775996446609"
"2013_1139_1308","0.777687013149261"
"2013_1139_1314","0.505754947662354"
"2013_1139_1322","0.888438999652863"
"2013_1139_1323","0.495624184608459"
"2013_1139_1326","0.208441272377968"
"2013_1139_1328","0.611545979976654"
"2013_1139_1329","0.425025939941406"
"2013_1139_1332","0.492161422967911"
"2013_1139_1334","0.843368172645569"
"2013_1139_1338","0.276635885238647"
"2013_1139_1355","0.76162713766098"
"2013_1139_1361","0.496487081050873"
"2013_1139_1380","0.91961795091629"
"2013_1139_1387","0.331894487142563"
"2013_1139_1388","0.412404716014862"
"2013_1139_1393","0.222105443477631"
"2013_1139_1396","0.61577969789505"
"2013_1139_1417","0.550801038742065"
"2013_1139_1424","0.483772873878479"
"2013_1139_1433","0.369792222976685"
"2013_1139_1434","0.670917153358459"
"2013_1139_1437","0.519777357578278"
"2013_1139_1443","0.913349449634552"
"2013_1139_1455","0.343092709779739"
"2013_1139_1458","0.253528594970703"
"2013_1143_1153","0.383345395326614"
"2013_1143_1160","0.428232342004776"
"2013_1143_1161","0.234599396586418"
"2013_1143_1166","0.25240483880043"
"2013_1143_1172","0.675213277339935"
"2013_1143_1181","0.139199763536453"
"2013_1143_1195","0.793629467487335"
"2013_1143_1196","0.0789345353841782"
"2013_1143_1207","0.273219913244247"
"2013_1143_1211","0.147285774350166"
"2013_1143_1217","0.654897272586823"
"2013_1143_1228","0.414083272218704"
"2013_1143_1231","0.108860485255718"
"2013_1143_1233","0.675181090831757"
"2013_1143_1235","0.392471164464951"
"2013_1143_1241","0.881853818893433"
"2013_1143_1242","0.195639595389366"
"2013_1143_1243","0.387676805257797"
"2013_1143_1247","0.440818160772324"
"2013_1143_1251","0.988298654556274"
"2013_1143_1254","0.927334010601044"
"2013_1143_1257","0.0812883079051971"
"2013_1143_1266","0.343523740768433"
"2013_1143_1272","0.426232904195786"
"2013_1143_1274","0.226843520998955"
"2013_1143_1276","0.0965940728783607"
"2013_1143_1277","0.187916785478592"
"2013_1143_1278","0.204635292291641"
"2013_1143_1279","0.388530164957047"
"2013_1143_1281","0.323831349611282"
"2013_1143_1285","0.880239188671112"
"2013_1143_1292","0.542701601982117"
"2013_1143_1299","0.941438853740692"
"2013_1143_1301","0.345048725605011"
"2013_1143_1307","0.255792438983917"
"2013_1143_1308","0.701849162578583"
"2013_1143_1314","0.337127476930618"
"2013_1143_1322","0.849748432636261"
"2013_1143_1323","0.355292767286301"
"2013_1143_1326","0.137183099985123"
"2013_1143_1328","0.503355979919434"
"2013_1143_1329","0.302095621824265"
"2013_1143_1332","0.368461549282074"
"2013_1143_1334","0.803321480751038"
"2013_1143_1338","0.198600128293037"
"2013_1143_1355","0.752598762512207"
"2013_1143_1361","0.374271869659424"
"2013_1143_1380","0.911151051521301"
"2013_1143_1387","0.245495423674583"
"2013_1143_1388","0.301875114440918"
"2013_1143_1393","0.185560449957848"
"2013_1143_1396","0.498860746622086"
"2013_1143_1417","0.454593539237976"
"2013_1143_1424","0.365351051092148"
"2013_1143_1433","0.305736571550369"
"2013_1143_1434","0.691127896308899"
"2013_1143_1437","0.42876785993576"
"2013_1143_1443","0.831645548343658"
"2013_1143_1455","0.266937494277954"
"2013_1143_1458","0.225281164050102"
"2013_1153_1160","0.540046811103821"
"2013_1153_1161","0.369773507118225"
"2013_1153_1166","0.319830000400543"
"2013_1153_1172","0.791464567184448"
"2013_1153_1181","0.166623950004578"
"2013_1153_1195","0.785099446773529"
"2013_1153_1196","0.132553309202194"
"2013_1153_1207","0.332775324583054"
"2013_1153_1211","0.201423525810242"
"2013_1153_1217","0.825656890869141"
"2013_1153_1228","0.466864585876465"
"2013_1153_1231","0.113997235894203"
"2013_1153_1233","0.843838095664978"
"2013_1153_1235","0.422271877527237"
"2013_1153_1241","0.900752425193787"
"2013_1153_1242","0.206885099411011"
"2013_1153_1243","0.40516185760498"
"2013_1153_1247","0.550234198570251"
"2013_1153_1251","0.980044782161713"
"2013_1153_1254","0.951461970806122"
"2013_1153_1257","0.0816484466195107"
"2013_1153_1266","0.484328418970108"
"2013_1153_1272","0.437682926654816"
"2013_1153_1274","0.279430836439133"
"2013_1153_1276","0.134588420391083"
"2013_1153_1277","0.213093936443329"
"2013_1153_1278","0.361474126577377"
"2013_1153_1279","0.488149553537369"
"2013_1153_1281","0.352674722671509"
"2013_1153_1285","0.900458097457886"
"2013_1153_1292","0.617535412311554"
"2013_1153_1299","0.973060309886932"
"2013_1153_1301","0.390838652849197"
"2013_1153_1307","0.343769043684006"
"2013_1153_1308","0.756760239601135"
"2013_1153_1314","0.473832756280899"
"2013_1153_1322","0.917868733406067"
"2013_1153_1323","0.430313110351562"
"2013_1153_1326","0.179557219147682"
"2013_1153_1328","0.576880395412445"
"2013_1153_1329","0.395629107952118"
"2013_1153_1332","0.422565162181854"
"2013_1153_1334","0.83056116104126"
"2013_1153_1338","0.268261283636093"
"2013_1153_1355","0.809391498565674"
"2013_1153_1361","0.456789612770081"
"2013_1153_1380","0.913548290729523"
"2013_1153_1387","0.360535115003586"
"2013_1153_1388","0.334461480379105"
"2013_1153_1393","0.193945467472076"
"2013_1153_1396","0.578210294246674"
"2013_1153_1417","0.585208356380463"
"2013_1153_1424","0.459430724382401"
"2013_1153_1433","0.376575469970703"
"2013_1153_1434","0.830504357814789"
"2013_1153_1437","0.532252609729767"
"2013_1153_1443","0.865191459655762"
"2013_1153_1455","0.341016858816147"
"2013_1153_1458","0.26104012131691"
"2013_1160_1161","0.334636956453323"
"2013_1160_1166","0.265576183795929"
"2013_1160_1172","0.72692209482193"
"2013_1160_1181","0.134814411401749"
"2013_1160_1195","0.797321081161499"
"2013_1160_1196","0.0964164957404137"
"2013_1160_1207","0.332832545042038"
"2013_1160_1211","0.184089004993439"
"2013_1160_1217","0.759255111217499"
"2013_1160_1228","0.455353111028671"
"2013_1160_1231","0.113173477351665"
"2013_1160_1233","0.694865822792053"
"2013_1160_1235","0.36154767870903"
"2013_1160_1241","0.897169530391693"
"2013_1160_1242","0.223657608032227"
"2013_1160_1243","0.408072948455811"
"2013_1160_1247","0.520922958850861"
"2013_1160_1251","0.98377138376236"
"2013_1160_1254","0.934377670288086"
"2013_1160_1257","0.0544701293110847"
"2013_1160_1266","0.38106295466423"
"2013_1160_1272","0.475045382976532"
"2013_1160_1274","0.25564843416214"
"2013_1160_1276","0.144612967967987"
"2013_1160_1277","0.219481691718102"
"2013_1160_1278","0.355183511972427"
"2013_1160_1279","0.443876594305038"
"2013_1160_1281","0.391374349594116"
"2013_1160_1285","0.890535295009613"
"2013_1160_1292","0.639060199260712"
"2013_1160_1299","0.967782139778137"
"2013_1160_1301","0.403751403093338"
"2013_1160_1307","0.351268440485001"
"2013_1160_1308","0.787285268306732"
"2013_1160_1314","0.457998752593994"
"2013_1160_1322","0.878595292568207"
"2013_1160_1323","0.414949536323547"
"2013_1160_1326","0.198910117149353"
"2013_1160_1328","0.542559266090393"
"2013_1160_1329","0.35849341750145"
"2013_1160_1332","0.423453539609909"
"2013_1160_1334","0.827759981155396"
"2013_1160_1338","0.240742966532707"
"2013_1160_1355","0.83065938949585"
"2013_1160_1361","0.411137104034424"
"2013_1160_1380","0.898969113826752"
"2013_1160_1387","0.311911821365356"
"2013_1160_1388","0.351069211959839"
"2013_1160_1393","0.197625339031219"
"2013_1160_1396","0.569254338741302"
"2013_1160_1417","0.484195023775101"
"2013_1160_1424","0.452185839414597"
"2013_1160_1433","0.401839315891266"
"2013_1160_1434","0.679147958755493"
"2013_1160_1437","0.480033487081528"
"2013_1160_1443","0.897822320461273"
"2013_1160_1455","0.335399121046066"
"2013_1160_1458","0.22978700697422"
"2013_1161_1166","0.418328613042831"
"2013_1161_1172","0.818440437316895"
"2013_1161_1181","0.254784286022186"
"2013_1161_1195","0.862680017948151"
"2013_1161_1196","0.193524867296219"
"2013_1161_1207","0.441928923130035"
"2013_1161_1211","0.257606267929077"
"2013_1161_1217","0.831811785697937"
"2013_1161_1228","0.5954869389534"
"2013_1161_1231","0.197931468486786"
"2013_1161_1233","0.820975422859192"
"2013_1161_1235","0.539854526519775"
"2013_1161_1241","0.95600962638855"
"2013_1161_1242","0.270659476518631"
"2013_1161_1243","0.529878258705139"
"2013_1161_1247","0.662033557891846"
"2013_1161_1251","0.991762042045593"
"2013_1161_1254","0.971315860748291"
"2013_1161_1257","0.140253454446793"
"2013_1161_1266","0.430828720331192"
"2013_1161_1272","0.669442057609558"
"2013_1161_1274","0.377438217401505"
"2013_1161_1276","0.193339541554451"
"2013_1161_1277","0.319477051496506"
"2013_1161_1278","0.421598762273788"
"2013_1161_1279","0.583932340145111"
"2013_1161_1281","0.486171036958694"
"2013_1161_1285","0.922863245010376"
"2013_1161_1292","0.728646695613861"
"2013_1161_1299","0.963024199008942"
"2013_1161_1301","0.555461585521698"
"2013_1161_1307","0.468720316886902"
"2013_1161_1308","0.815028309822083"
"2013_1161_1314","0.480542868375778"
"2013_1161_1322","0.929989755153656"
"2013_1161_1323","0.549484610557556"
"2013_1161_1326","0.266194671392441"
"2013_1161_1328","0.664577484130859"
"2013_1161_1329","0.525988459587097"
"2013_1161_1332","0.598583817481995"
"2013_1161_1334","0.896179378032684"
"2013_1161_1338","0.432104736566544"
